timestamp, ref_x, ref_y, ref_z, ref_vel_x, ref_vel_y, ref_vel_z, ref_acc_x, ref_acc_y, ref_acc_z, ref_quat_x, ref_quat_y, ref_quat_z, ref_quat_w
1741942372.791138081, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.793135480, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.795139265, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.797135185, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.799133919, 0.000204937, -0.000752148, 0.000261529, 0.00303559, -0.011151, 0.00388556, 0.0295904, -0.108896, 0.0381111, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.801147653, 0.00039652, -0.00145625, 0.000507156, 0.00468348, -0.0172197, 0.00601316, 0.0362786, -0.133695, 0.0469475, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.803131730, 0.00039652, -0.00145625, 0.000507156, 0.00468348, -0.0172197, 0.00601316, 0.0362786, -0.133695, 0.0469475, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.805134748, 0.00039652, -0.00145625, 0.000507156, 0.00468348, -0.0172197, 0.00601316, 0.0362786, -0.133695, 0.0469475, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.807134247, 0.00039652, -0.00145625, 0.000507156, 0.00468348, -0.0172197, 0.00601316, 0.0362786, -0.133695, 0.0469475, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
1741942372.809134952, 0.00039652, -0.00145625, 0.000507156, 0.00468348, -0.0172197, 0.00601316, 0.0362786, -0.133695, 0.0469475, 0.00207494, 0.000563898, -1.17006e-06, 0.999998
